municipality,state,Country,admin_scale,lat,lng,passed,policy_summary,range,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO
Madrid,,Spain,City,40.416705,-3.703582,TRUE,"Madrid municipality to offer 360 new places in several locations for the homeless and asylum-seekers, including 150 bes for homeless men at the Ifema conference centre. Madrid to expand to 24/7 the 479 'winter season spots' for the homeless, which used to function only at night, and to extend the 'winter season' until the 31st May 2020. Madrid municipality sets up 150 beds for homeless men at the Ifema conference centre (which reportedly could be increased to up to 600 beds).",2,Municipal,,,NA,,,,,,,,,,,,,ESP
,Basque Country,Spain,State,,,TRUE,"The Basque government suspended all evictions while the state of emergency in Spain is in place. The Basque government said public housing tenants whose livelihood has been greatly affected by the coronavirus crisis could stop paying their rent during April and May, and that this might be extended to June.",3,National,,,NA,,,,,,,,,,,,,ESP
,,Switzerland,Country,,,TRUE,Extension from 30 days to 90 days of the period of notice of payment of the rent that's late before termination of the lease.,2,National,,,NA,,,,,,,,,,,,,CHE
,,The Netherlands,Country,,,TRUE,"The Minister for Housing has come to an agreement with landlords that tenants should not be evicted due to problems arising from the coronavirus pandemic During the coronavirus crisis, there will be no collection costs if tenants fall behind in their rent due to the virus. To protect homeowners, the government and relevant stakeholders have agreed that there will be no mortgage foreclosures until July 1st.",2,National,,,NA,,,,,,,,,,,,,NLD
Glasgow,,United Kingdom,City,55.860982,-4.248879,TRUE,Glasgow municipality to identify furnished flats to use for the homeless to self-isolate as well as self-contained spaces within communal accommodation.,2,Municipal,,,NA,,,,,,,,,,,,,GBR
London,,United Kingdom,City,51.507322,-0.127647,TRUE,"A total of 300 rooms have been block-booked for the next 12 weeks by London mayor Sadiq Khan and his team, to house rough sleepers who are already known to homelessness charities.",3,Municipal,,,NA,,,,,,,,,,,,,GBR
Manchester,,United Kingdom,City,53.479489,-2.245115,TRUE,"""Greater Manchester (GM) has a coordinated response to COVID-19 led by the GM Combined Authority. They have developed a homeless strategy for COVID-19 which is enacted by â€šclustered planning groups approaching different workstreams, each with an accountable strategic lead. To support the strategic lead Greater Manchester Homeless Action Network have identified a lead from the VCSE sector to act as a single point of contact for the workstream and to help coordinate activities by preventing duplication of work and identifying gaps in provision. An online forum for homelessness and health in GM has been created where information can be shared and questions posed and answered.""",2,Municipal,,,NA,,,,,,,,,,,,,GBR
,South West England,United Kingdom,State,,,TRUE,"Cornwall Housing have established temporary accommodation in a caravan park which is for 38 people who have been rough sleeping. The accommodation has multi agency support food being arranged by a local charity (DISC), drug and alcohol support on site from We are with you including providing small amounts of alcohol to people who are physically dependent. Provisions of toiletries and clothing are provided through the community. While staying in the temporary accommodation support workers are focusing on rapid assessment and development of move-on plans.",2,National,,,NA,,,,,,,,,,,,,GBR
,,United Kingdom,Country,,,TRUE,"Public Health England (PHE) released guidance for providers of services for people experiencing homelessness. This guidance outlined advice for hostels and day centres including advice not  to close at the current time, unless directed to do so by PHE or the government. The guidance did not specify advice on how people who are rough sleeping or live in night shelters should self-isolate. Due to the close proximity of people in these services and the risks involved in keeping services open, many services and local authorities had to adapt outside of the guidance provided and close services. Front line staff for homelessness services were confirmed as key workers. Throughout UK: Three-month suspension of new evictions from social or private rented accommodation & no new possession proceedings through applications to the court to start during the crisis; Housing the homeless: all major council are now providing private units (mostly hotel rooms) to their homeless populations. Government announces Â¬Â£3.2 million emergency fund for people who rough sleep during coronavirus. Announced on 18 March 2020:  Emergency legislation to suspend new evictions from social or private rented accommodation while this national emergency is taking place. No new possession proceedings through applications to the court to start during the crisis. Landlords will also be protected as 3 month mortgage payment holiday is extended to Buy to Let mortgages.;  Hotels and offices will be converted into emergency safe spaces under a national action plan drawn up by, Louise Casey, Tony Blairâ€šÃ„Ã´s former homelessness expert, to protect rough sleepers from coronavirus. Enacted on 26 March 2020 -- ""Landlords will have to give all renters 3 monthsâ€šÃ„Ã´ notice if they intend to seek possession (i.e. serve notice that they want to end the tenancy) â€šÃ„Ã¬ this means the landlord canâ€šÃ„Ã´t apply to start the court process until after this period."" ""Neither cases currently in the system or any about to go in to it can progress to the stage where someone could be evicted. This suspension of housing possessions action will initially last for 90 days, but this can be extended if needed."" Announced on 27 March 2020:  -- The central government calls on all local authorities to house homeless people by the 29 March 2020.",3,National,,,NA,,,,,,,,,,,,,GBR
,,Albania,Country,,,TRUE,"Small businesses, individuals affected by the pandemic measures and students will be able to hold off on rent payments for April and May according to a new normative act.",2,National,,,NA,,,,,,,,,,,,,ALB
,,Bahrain,Country,,,TRUE,Exemption of industrial and commercial entities from paying rent to the government. Relaxing of loan-to-value ratios for new residential mortgages.,2,National,,,NA,,,,,,,,,,,,,BHR
,,Bhutan,Country,,,TRUE,Waiver of payment of rent and other charges (April-June 2020) by tourism-related business entities leasing government properties.,1,National,,,NA,,,,,,,,,,,,,BTN
,,Korea,Country,,,TRUE,Tax cuts for landlords who reduce rent for commercial tenants.,1,National,,,NA,,,,,,,,,,,,,KOR
,,Malta,Country,,,TRUE,Increases in rent subsidies for unemployed individuals.,1,National,,,NA,,,,,,,,,,,,,MLT
,,Oman,Country,,,TRUE,Suspension on rent payments for companies in industrial zones (for the next three months).,1,National,,,NA,,,,,,,,,,,,,OMN
,,Qatar,Country,,,TRUE,Logistics areas and small and medium industries are exempt from rent payments for six months.,1,National,,,NA,,,,,,,,,,,,,QAT
,,Russian Federation,Country,,,TRUE,Deferrals on rent payments to all levels of government until the end of the year plus zero rent to the federal government for three months for SMEs in affected sectors.,1,National,,,NA,,,,,,,,,,,,,RUS
,,Sweden,Country,,,TRUE,"Temporary rent subsidies to vulnerable commercial sectors, temporary more generous unemployment benefits. Generally weak.",1,National,,,NA,,,,,,,,,,,,,SWE
,,Ukraine,Country,,,TRUE,"Rent on land is not accrued and paid for the month of March, 2020. (v) Non-residential real estate owned by individuals or legal persons is not subject to real estate tax for the month of March, 2020.",2,National,,,NA,,,,,,,,,,,,,UKR
,,Botswana,Country,,,TRUE,Banks and nonbanks have agreed to offer loan restructuring (including for mortgages and vehicles),1,National,,,NA,,,,,,,,,,,,,BWA
,,Canada,Country,,,TRUE,"Prime Minister Justin Trudeau has highlighted the federal aid program as a way for people to pay their rent and groceries, but there has been a myriad of concerns that the funding doesnâ€™t go far enough. The crisis has left more than one million people out of work and forced millions more to apply for the Canadian Emergency Response Benefit (CERB). ACORN polled 1,100 renters from across the country as the May 1 rent deadline approached. Nearly 70 per cent of renters reported being impacted financially by the crisis, and around 35 per cent said they donâ€™t have enough money to pay rent for the month of May. Despite this, the survey found about 42 per cent of people did not qualify for CERB and are not receiving it. Under the Insured Mortgage Purchase Program, the government will purchase up to $150 billion of insured mortgage pools through the Canada Mortgage and Housing Corporation (CMHC).",1,National,,,NA,,,,,,,,,,,,,CAN
,,Costa Rica,Country,,,TRUE,"A minimum 2-month moratorium on the payment of principal and/or interest for personal credit, mortgages, auto loans, credit card loans, consumer loans, and education loans for affected households and firms (announced and to be approved by Congress).",1,National,,,NA,,,,,,,,,,,,,CRI
,,St. Kitts and Nevis,Country,,,TRUE,Funding for mortgage loans to citizens of St. Kitts and Nevis and a moratorium on payments for electricity services for affected businesses and individuals for a three months.,1,National,,,NA,,,,,,,,,,,,,KNA
